x,y
0.0,1.0
0.019999999552965164,1.0399999991059303
0.03999999910593033,1.080784311902633
0.05999999865889549,1.122352938390108
0.07999999821186066,1.1647058785683555
0.09999999776482582,1.2078431324373753
0.11999999731779099,1.2517646999971674
0.13999999687075615,1.296470581247732
0.1599999964237213,1.3419607761890688
0.17999999597668648,1.3882352848211783
0.19999999552965164,1.4352941071440601
0.2199999950826168,1.4831372431577143
0.23999999463558197,1.531764692862141
0.25999999418854713,1.5811764562573398
0.2799999937415123,1.6313725333433111
0.29999999329447746,1.6823529241200548
0.3199999928474426,1.7341176285875708
0.3399999924004078,1.7866666467458592
0.35999999195337296,1.83999997859492
0.3799999915063381,1.894117624134753
0.3999999910593033,1.9490195833653585
0.41999999061226845,2.0047058562867366
0.4399999901652336,2.061176442898887
0.4599999897181988,2.11843134320181
0.47999998927116394,2.176470557195505
0.4999999888241291,2.2352940848799725
0.5199999883770943,2.2949019262552124
0.5399999879300594,2.3552940813212246
0.5599999874830246,2.4164705500780093
0.5799999870359898,2.4784313325255662
0.5999999865889549,2.5411764286638956
0.6199999861419201,2.6047058384929973
0.6399999856948853,2.6690195620128714
0.6599999852478504,2.734117599223518
0.6799999848008156,2.7999999501249366
0.6999999843537807,2.866666614717128
0.7199999839067459,2.9341175930000913
0.7399999834597111,3.0023528849738272
0.7599999830126762,3.0713724906383355
0.7799999825656414,3.141176409993616
0.7999999821186066,3.211764643039669
0.8199999816715717,3.2831371897764945
0.8399999812245369,3.355294050204092
0.8599999807775021,3.4282352243224627
0.8799999803304672,3.5019607121316056
0.8999999798834324,3.576470513631521
0.9199999794363976,3.6517646288222085
0.9399999789893627,3.7278430577036685
0.9599999785423279,3.804705800275901
0.979999978095293,3.8823528565389056
0.9999999776482582,3.9607842264926827
1.0199999772012234,4.039999910137232
1.0399999767541885,4.119999907472554
1.0599999763071537,4.200784218498648
1.0799999758601189,4.282352843215515
1.099999975413084,4.364705781623154
1.1199999749660492,4.447843033721565
1.1399999745190144,4.5317645995107485
1.1599999740719795,4.6164704789907045
1.1799999736249447,4.701960672161433
1.1999999731779099,4.788235179022934
1.219999972730875,4.875293999575207
1.2399999722838402,4.963137133818252
1.2599999718368053,5.05176458175207
1.2799999713897705,5.14117634337666
1.2999999709427357,5.231372418692023
1.3199999704957008,5.322352807698158
1.339999970048666,5.414117510395065
1.3599999696016312,5.506666526782745
1.3799999691545963,5.599999856861197
1.3999999687075615,5.694117500630421
1.4199999682605267,5.789019458090418
1.4399999678134918,5.884705729241187
1.459999967366457,5.981176314082728
1.4799999669194221,6.078431212615042
1.4999999664723873,6.176470424838128
1.5199999660253525,6.275293950751987
1.5399999655783176,6.374901790356618
1.5599999651312828,6.475293943652021
1.579999964684248,6.576470410638197
1.5999999642372131,6.678431191315145
1.6199999637901783,6.781176285682865
1.6399999633431435,6.884705693741358
1.6599999628961086,6.989019415490623
1.6799999624490738,7.094117450930661
1.699999962002039,7.1999998000614704
1.7199999615550041,7.306666462883053
1.7399999611079693,7.414117439395407
1.7599999606609344,7.522352729598534
1.7799999602138996,7.6313723334924335
1.7999999597668648,7.741176251077105
1.81999995931983,7.85176448235255
1.839999958872795,7.963137027318767
1.8599999584257603,8.075293885975757
1.8799999579787254,8.188235058323519
1.8999999575316906,8.301960544362053
1.9199999570846558,8.41647034409136
1.939999956637621,8.53176445751144
1.959999956190586,8.64784288462229
1.9799999557435513,8.764705625423915
1.9999999552965164,8.88235267991631
