t0, y0, y1t
0.0,0.0,0.0
0.10000000149011612,0.09833333474894364,0.09834164826915824
0.20000000298023224,0.18691528018044512,0.18693081011275667
0.30000000447034836,0.25696280844874,0.25698214774627115
0.4000000059604645,0.3015307543880396,0.3015487090757798
0.5000000074505806,0.3162004239501477,0.3162108530636388
0.6000000089406967,0.2995176861223111,0.2995145430658838
0.7000000104308128,0.25313711365329095,0.25311554283547116
0.800000011920929,0.18165788464044913,0.18161521535411687
0.9000000134110451,0.09216772004787516,0.092104208231026
1.0000000149011612,-0.006459918897646119,-0.006540721866912165
1.1000000163912773,-0.10444568509422447,-0.10453701222428145
1.2000000178813934,-0.1920740091457977,-0.19216642536706965
1.3000000193715096,-0.2606564258959059,-0.2607388012542756
1.4000000208616257,-0.3033930473294242,-0.30345385560372035
1.5000000223517418,-0.3160467656559332,-0.3160755602926102
1.600000023841858,-0.29736333991565805,-0.2973522279045525
1.700000025331974,-0.2491957167652062,-0.2491406408727237
1.8000000268220901,-0.1763202627264256,-0.17622191540127471
1.9000000283122063,-0.0859631332393378,-0.08582736083721892
2.0000000298023224,0.012916255597641493,0.013078645245482362
2.1000000312924385,0.11051360337498013,0.1106876493715741
2.2000000327825546,0.1971518623104821,0.19731982102665752
2.3000000342726707,0.26424074338066567,0.26438389605202534
2.400000035762787,0.3051284539506895,0.30522916752096935
2.500000037252903,0.31576121607859053,0.3158050326364026
2.600000038743019,0.29508517494188335,0.29506268875171376
2.7000000402331352,0.2451508505118496,0.2450591425444403
2.8000000417232513,0.17090977986313047,0.1707532178110029
2.9000000432133675,0.07972351785610081,0.07951379167575182
3.0000000447034836,-0.019366315829979067,-0.019610972844718907
3.1000000461935997,-0.11653456304254167,-0.11679092812285691
3.200000047683716,-0.20214673135963196,-0.20238879217928452
3.300000049173832,-0.2677142798618671,-0.2679158725631455
3.400000050663948,-0.30673626732539977,-0.30687388524933273
3.500000052154064,-0.31534391248962773,-0.31539938584194843
3.6000000536441803,-0.2926841590479849,-0.2926469052008676
3.7000000551342964,-0.24100421733942828,-0.24087279414494842
3.8000000566244125,-0.16542870428333384,-0.16521146239942042
3.9000000581145287,-0.07345148300775713,-0.07316620204627579
4.000000059604645,0.025807408313842595,0.026134909767820062
4.100000061094761,0.12250605749444038,0.12284423715253205
4.200000062584877,0.20705654290363318,0.20737117003426267
4.300000064074993,0.27107560073951464,0.27133321960962054
4.400000065565109,0.3082158338792449,0.3083873050861487
4.500000067055225,0.3147950471335318,0.31485879346774
4.6000000685453415,0.2901613112240373,0.2901059108599619
4.700000070035458,0.23675756193638905,0.23658338682932656
4.800000071525574,0.15987933337288768,0.1595990202408863
4.90000007301569,0.06714965097738906,0.06678730780430861
5.000000074505806,-0.03223684588049014,-0.032647664707984865
5.100000075995922,-0.12842560111788415,-0.1288449865148584
5.200000077486038,-0.2118792593387308,-0.21226482285038292
5.300000078976154,-0.274323318447178,-0.2746344750583615
5.4000000804662704,-0.3095665536555145,-0.3097687795053709
5.500000081956387,-0.3141148671399903,-0.3141834868095711
5.600000083446503,-0.28751770117086956,-0.2874407929091553
5.700000084936619,-0.23241267049942302,-0.23219275584704882
5.800000086426735,-0.15426399270783936,-0.15391829265352364
5.900000087916851,-0.060820656125266895,-0.06037983819924166
6.000000089406967,0.03865194659426707,0.03914645114269465
6.100000090897083,0.13429073032432998,0.13479060875207186
6.200000092387199,0.21661287969258097,0.21706765684799378
6.3000000938773155,0.27745609302468693,0.2778182264467872
6.400000095367432,0.31078788055815565,0.3110177174346168
6.500000096857548,0.3133036744132166,0.3133737548015762
6.600000098347664,0.2847544488466358,0.2846526916356623
6.70000009983778,0.22797136998224576,0.22770277975676106
6.800000101327896,0.14858503507991094,0.1481717101717975
6.900000102818012,0.054467143787657046,0.05394653470661229
7.000000104308128,-0.045050034871280994,-0.04562848852594171
7.1000001057982445,-0.14009900457472177,-0.14067855999289153
7.200000107288361,-0.2212554404543977,-0.22177761710483523
7.300000108778477,-0.28047263267087835,-0.28088311158715706
7.400000110268593,-0.31187932257231704,-0.3121335845080618
7.500000111758709,-0.31236182549842795,-0.3124299438926073
7.600000113248825,-0.2818727239924722,-0.28174279994587265
7.700000114738941,-0.22343552732746952,-0.22311537962253078
7.800000116229057,-0.14284483951075289,-0.1423617315065977
7.900000117719173,-0.04809176917119985,-0.0474901498551455
8.00000011920929,0.05142844259527228,0.05209100347790484
8.100000120699406,0.1458480073949673,0.14650632104092892
8.200000122189522,0.2258050163893502,0.22639268843525456
8.300000123679638,0.2833716942761665,0.28382781914939054
8.400000125169754,0.31284044196229044,0.3131159032950705
8.50000012665987,0.3112897314255364,0.311352457898005
8.600000128149986,0.2788737456374399,0.2787123628549599
8.700000129640102,0.21880704868188983,0.2184325181919036
8.800000131130219,0.13704581025538504,0.13649084249326257
8.900000132620335,0.04169719624331958,0.041013446049069105
9.00000013411045,-0.05778451023021468,-0.05853123097155255
9.100000135600567,-0.15153534738123162,-0.1522713984525431
9.200000137090683,-0.23025972133687234,-0.2309108962524128
9.300000138580799,-0.2861520839347171,-0.28665108922212656
9.400000140070915,-0.3136708554467697,-0.3139642535044688
9.500000141561031,-0.3100878575301198,-0.31014175782682224
9.600000143051147,-0.27575878158296435,-0.2755626769541932
9.700000144541264,-0.21408787859551698,-0.21365619905613242
9.80000014603138,-0.13119037579524223,-0.130561555028003
9.900000147521496,-0.03528609661912968,-0.034519194386200304
10.000000149011612,0.06411558792918198,0.06494641551568371
10.100000150501728,0.1571586591946285,0.15797132560367197
