x,y
0.0,1.0
0.019999999552965164,1.0403999983191894
0.03999999910593033,1.0815999966159549
0.05999999865889549,1.123599994888734
0.07999999821186066,1.166399993136106
0.09999999776482582,1.2099999913567765
0.11999999731779099,1.2543999895495646
0.13999999687075615,1.2995999877133906
0.1599999964237213,1.3455999858472665
0.17999999597668648,1.392399983950286
0.19999999552965164,1.4399999820216174
0.2199999950826168,1.4883999800604955
0.23999999463558197,1.537599978066216
0.25999999418854713,1.5875999760381292
0.2799999937415123,1.6383999739756356
0.29999999329447746,1.6899999718781809
0.3199999928474426,1.742399969745252
0.3399999924004078,1.7955999675763734
0.35999999195337296,1.8495999653711042
0.3799999915063381,1.9043999631290347
0.3999999910593033,1.9599999608497845
0.41999999061226845,2.0163999585329986
0.4399999901652336,2.0735999561783474
0.4599999897181988,2.1315999537855226
0.47999998927116394,2.190399951354237
0.4999999888241291,2.249999948884222
0.5199999883770943,2.310399946375227
0.5399999879300594,2.371599943827016
0.5599999874830246,2.433599941239369
0.5799999870359898,2.4963999386120803
0.5999999865889549,2.5599999359449557
0.6199999861419201,2.624399933237813
0.6399999856948853,2.689599930490482
0.6599999852478504,2.7555999277028005
0.6799999848008156,2.822399924874618
0.6999999843537807,2.889999922005792
0.7199999839067459,2.958399919096188
0.7399999834597111,3.0275999161456792
0.7599999830126762,3.097599913154146
0.7799999825656414,3.1683999101214746
0.7999999821186066,3.239999907047559
0.8199999816715717,3.312399903932298
0.8399999812245369,3.385599900775596
0.8599999807775021,3.459599897577362
0.8799999803304672,3.534399894337511
0.8999999798834324,3.6099998910559608
0.9199999794363976,3.686399887732635
0.9399999789893627,3.7635998843674603
0.9599999785423279,3.841599880960367
0.979999978095293,3.920399877511289
0.9999999776482582,3.999999874020164
1.0199999772012234,4.080399870486932
1.0399999767541885,4.161599866911536
1.0599999763071537,4.243599863293922
1.0799999758601189,4.326399859634039
1.099999975413084,4.409999855931837
1.1199999749660492,4.494399852187271
1.1399999745190144,4.579599848400293
1.1599999740719795,4.665599844570863
1.1799999736249447,4.75239984069894
1.1999999731779099,4.839999836784486
1.219999972730875,4.928399832827462
1.2399999722838402,5.017599828827834
1.2599999718368053,5.107599824785567
1.2799999713897705,5.19839982070063
1.2999999709427357,5.289999816572991
1.3199999704957008,5.382399812402621
1.339999970048666,5.47559980818949
1.3599999696016312,5.569599803933572
1.3799999691545963,5.664399799634841
1.3999999687075615,5.759999795293272
1.4199999682605267,5.85639979090884
1.4399999678134918,5.953599786481523
1.459999967366457,6.051599782011299
1.4799999669194221,6.150399777498146
1.4999999664723873,6.249999772942044
1.5199999660253525,6.350399768342973
1.5399999655783176,6.451599763700914
1.5599999651312828,6.5535997590158495
1.579999964684248,6.656399754287762
1.5999999642372131,6.759999749516636
1.6199999637901783,6.864399744702453
1.6399999633431435,6.969599739845199
1.6599999628961086,7.075599734944859
1.6799999624490738,7.182399730001419
1.699999962002039,7.289999725014864
1.7199999615550041,7.398399719985181
1.7399999611079693,7.507599714912358
1.7599999606609344,7.617599709796381
1.7799999602138996,7.72839970463724
1.7999999597668648,7.839999699434922
1.81999995931983,7.952399694189417
1.839999958872795,8.065599688900713
1.8599999584257603,8.179599683568801
1.8799999579787254,8.29439967819367
1.8999999575316906,8.409999672775312
1.9199999570846558,8.526399667313715
1.939999956637621,8.64359966180887
1.959999956190586,8.761599656260772
1.9799999557435513,8.88039965066941
1.9999999552965164,8.999999645034777
